ID,Pred
1,0.7359036803245544
2,0.17498190701007843
3,0.07342878729104996
4,0.8213415145874023
5,0.2764112651348114
6,0.3154835104942322
7,0.6040786504745483
8,0.32991066575050354
9,0.18191547691822052
10,0.8655815720558167
11,0.3563128709793091
12,0.20410168170928955
13,0.3505754768848419
14,0.16650301218032837
15,0.3876197040081024
16,0.15165859460830688
17,0.251519113779068
18,0.3329313099384308
19,0.5846763253211975
20,0.545278012752533
21,0.3339230716228485
22,0.18648430705070496
23,0.1751430332660675
24,0.14794358611106873
25,0.33150210976600647
26,0.19328910112380981
27,0.7061581015586853
28,0.2983790338039398
29,0.8715164065361023
30,0.48957139253616333
31,0.3214797079563141
32,0.49187928438186646
33,0.06721753627061844
34,0.26287388801574707
35,0.14675289392471313
36,0.6546052098274231
37,0.27876830101013184
38,0.12217015027999878
39,0.4198397696018219
40,0.08324123919010162
41,0.6754801273345947
42,0.09917837381362915
43,0.2442556619644165
44,0.39558714628219604
45,0.7684615850448608
46,0.9001356363296509
47,0.24258996546268463
48,0.31314873695373535
49,0.27110329270362854
50,0.38456258177757263
51,0.14204800128936768
52,0.3112935423851013
53,0.6954514384269714
54,0.2685756981372833
55,0.7239108681678772
56,0.5662181377410889
57,0.437957763671875
58,0.15233011543750763
59,0.2669842541217804
60,0.9926565289497375
61,0.5915355682373047
62,0.5487678050994873
63,0.4726223647594452
64,0.5722934007644653
65,0.3167407512664795
66,0.5721141695976257
67,0.14564098417758942
68,0.09175235033035278
69,0.3619162142276764
70,0.25003913044929504
71,0.9883444309234619
72,0.3154926598072052
73,0.3679417371749878
74,0.47561949491500854
75,0.5617684721946716
76,0.18854877352714539
77,0.7053305506706238
78,0.5121840238571167
79,0.5970790386199951
80,0.5107600688934326
81,0.7690969109535217
82,0.8601787090301514
83,0.34425368905067444
84,0.3833802044391632
85,0.7328539490699768
86,0.15037643909454346
87,0.214446559548378
88,0.2862951159477234
89,0.31320422887802124
90,0.4446433484554291
91,0.33617427945137024
92,0.8512846231460571
93,0.6165146231651306
94,0.5296963453292847
95,0.8123107552528381
96,0.9037313461303711
97,0.9361062049865723
98,0.730550229549408
99,0.5897413492202759
100,0.653990626335144
101,0.34395262598991394
102,0.5607332587242126
103,0.450256884098053
104,0.160868838429451
105,0.2687794268131256
106,0.4335106611251831
107,0.3398423492908478
108,0.48671144247055054
109,0.29255974292755127
110,0.15073978900909424
111,0.620392918586731
112,0.6042226552963257
113,0.29654765129089355
114,0.31809109449386597
115,0.21861210465431213
116,0.5616217255592346
117,0.15397711098194122
118,0.37749001383781433
119,0.35726460814476013
120,0.3690166175365448
121,0.11809714883565903
122,0.2374783456325531
123,0.6941232085227966
124,0.5211161971092224
125,0.566382110118866
126,0.708769679069519
127,0.3650379180908203
128,0.23688624799251556
129,0.11562639474868774
130,0.2618336081504822
131,0.2036215364933014
132,0.9400550127029419
133,0.32866665720939636
134,0.18532806634902954
135,0.14180180430412292
136,0.6692642569541931
137,0.43256714940071106
138,0.36788079142570496
139,0.3670671284198761
140,0.8025240898132324
141,0.35804295539855957
142,0.06213787570595741
143,0.8591830730438232
144,0.7073901295661926
145,0.4410019516944885
146,0.22998476028442383
147,0.2694641947746277
148,0.11406349390745163
149,0.5908385515213013
150,0.4783056080341339
151,0.3685077428817749
152,0.9075806140899658
153,0.27771231532096863
154,0.21536457538604736
155,0.5083928108215332
156,0.43369314074516296
157,0.24656450748443604
158,0.16232448816299438
159,0.7669322490692139
160,0.24325937032699585
161,0.5443907380104065
162,0.39668023586273193
163,0.9512794017791748
164,0.38569149374961853
165,0.5407792925834656
166,0.3650379180908203
167,0.9542555809020996
168,0.5135896801948547
169,0.34452903270721436
170,0.2658449113368988
171,0.17538833618164062
172,0.7111692428588867
173,0.785786509513855
174,0.13421908020973206
175,0.2807243764400482
176,0.2856522500514984
177,0.6308408975601196
178,0.5684755444526672
179,0.7127891182899475
180,0.4058724343776703
181,0.19573770463466644
182,0.7289946675300598
183,0.2689990699291229
184,0.3977864384651184
185,0.6971887946128845
186,0.25415295362472534
187,0.332223504781723
188,0.6757914423942566
189,0.12054362148046494
190,0.18994513154029846
191,0.500976026058197
192,0.094631128013134
193,0.49179017543792725
194,0.12200034409761429
195,0.8542041778564453
196,0.21045897901058197
197,0.17707644402980804
198,0.40011870861053467
199,0.653990626335144
200,0.7764257788658142
201,0.6597378849983215
202,0.7333899140357971
203,0.38577598333358765
204,0.290776789188385
205,0.6950151324272156
206,0.4801175892353058
207,0.36916354298591614
208,0.31591102480888367
209,0.5285252928733826
210,0.4542483985424042
211,0.9830379486083984
212,0.4616319537162781
213,0.0997304916381836
214,0.37474435567855835
215,0.3408369719982147
216,0.3596147298812866
217,0.2790837287902832
218,0.04859848693013191
219,0.39283445477485657
220,0.6070542335510254
221,0.14967408776283264
222,0.15114091336727142
223,0.895615816116333
224,0.666856586933136
225,0.274456262588501
226,0.28192567825317383
227,0.41836509108543396
228,0.08430972695350647
229,0.5157328248023987
230,0.16996681690216064
231,0.4493267238140106
232,0.2804041802883148
233,0.21651318669319153
234,0.3109115660190582
235,0.9435772895812988
236,0.8551116585731506
237,0.29744458198547363
238,0.8047463893890381
239,0.5559959411621094
240,0.749575674533844
241,0.31043246388435364
242,0.5610389709472656
243,0.6260820031166077
244,0.7532212734222412
245,0.6283425688743591
246,0.3005707263946533
247,0.3650379180908203
248,0.16189974546432495
249,0.17519980669021606
250,0.3162279427051544
251,0.35692834854125977
252,0.33372819423675537
253,0.3346887528896332
254,0.4848466217517853
255,0.2568197250366211
256,0.8218013644218445
257,0.8478258848190308
258,0.6294171214103699
259,0.13406576216220856
260,0.3434934914112091
261,0.3711493909358978
262,0.3650379180908203
263,0.7041120529174805
264,0.17893889546394348
265,0.2971228361129761
266,0.48751184344291687
267,0.18407104909420013
268,0.5292224287986755
269,0.4022572636604309
270,0.7533467411994934
271,0.5719283223152161
272,0.5531060695648193
273,0.1348768025636673
274,0.12323103845119476
275,0.13357926905155182
276,0.15078993141651154
277,0.7004831433296204
278,0.32038190960884094
279,0.15888448059558868
280,0.5823628306388855
281,0.14226874709129333
282,0.8358665704727173
283,0.2870897352695465
284,0.3200519382953644
285,0.6334088444709778
286,0.3135906755924225
287,0.6929575800895691
288,0.6357026100158691
289,0.3892461955547333
290,0.30100786685943604
291,0.07798446714878082
292,0.4510006904602051
293,0.2058636099100113
294,0.41436371207237244
295,0.3769932687282562
296,0.3650379180908203
297,0.3110630214214325
298,0.4646925926208496
299,0.2911263406276703
300,0.07881246507167816
301,0.07911285012960434
302,0.6180144548416138
303,0.9224528074264526
304,0.3881103992462158
305,0.6229695677757263
306,0.3987058997154236
307,0.19970130920410156
308,0.3650379180908203
309,0.5497141480445862
310,0.653990626335144
311,0.7873256206512451
312,0.8513743281364441
313,0.35818761587142944
314,0.4223633408546448
315,0.6195170879364014
316,0.21715691685676575
317,0.6489230990409851
318,0.6994158029556274
319,0.8151562213897705
320,0.6495952010154724
321,0.7526658177375793
322,0.45004794001579285
323,0.4488716423511505
324,0.30674320459365845
325,0.9315913319587708
326,0.11793847382068634
327,0.7936445474624634
328,0.2173588126897812
329,0.36494559049606323
330,0.9638033509254456
331,0.5087441205978394
332,0.5891556739807129
